"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state","accepted_aphia_id","accepted_name","accepted_rank","taxonomy_resolution_state","authority_candidate_rows","authority_match_route","candidate_carbon_pg_lower","candidate_carbon_pg_central","candidate_carbon_pg_upper","conversion_readiness_state"
"DS02","Amphora inariensis",,,"","AANTFTE","PROCENT",4,"no_match_key",0,,,"unmatched","610375","Amphora inariensis","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora inariensis [1]",,,"","AANTFTE","PROCENT",43,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora indistincta",,,"","AANTFTE","PROCENT",46,"no_match_key",0,,,"unmatched","624015","Amphora indistincta","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora libyca [2]",,,"","AANTFTE","PROCENT",16,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora lineolata",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora minutissima",,,"","AANTFTE","PROCENT",10,"no_match_key",0,,,"unmatched","163664","Amphora minutissima","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora neglectiformis",,,"","AANTFTE","PROCENT",10,"no_match_key",0,,,"unmatched","624036","Amphora neglectiformis","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora ovalis",,,"","AANTFTE","PROCENT",59,"reported_name_diagnostic_only",1,844,844,"name_candidate_requires_worms_validation","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora ovalis",,,"","AANTPVLME","N/L",3,"reported_name_diagnostic_only",1,844,844,"name_candidate_requires_worms_validation","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora ovalis",,,"","AANTPVLME","N/ML",20,"reported_name_diagnostic_only",1,844,844,"name_candidate_requires_worms_validation","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora ovalis var. affinis",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","163661","Amphora affinis","Variety","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora ovalis var. ovalis",,,"","AANTFTE","PROCENT",5,"no_match_key",0,,,"unmatched","179241","Amphora ovalis var. ovalis","Variety","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora ovalis var. tenuis",,,"","AANTFTE","PROCENT",5,"no_match_key",0,,,"unmatched","674603","Amphora ovalis var. tenuis","Variety","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora pediculus",,,"","AANTFTE","PROCENT",322,"no_match_key",0,,,"unmatched","163673","Amphora pediculus","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora pediculus",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","163673","Amphora pediculus","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora pediculus",,,"","AANTPVLME","N/ML",28,"no_match_key",0,,,"unmatched","163673","Amphora pediculus","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora polita",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","620929","Amphora polita","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora pseudoholsatica",,,"","AANTFTE","PROCENT",9,"no_match_key",0,,,"unmatched","656541","Amphora pseudoholsatica","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora strigosa",,,"","AANTFTE","PROCENT",5,"no_match_key",0,,,"unmatched","661789","Amphora strigosa","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora vetula",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","624064","Amphora vetula","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amylax triacantha",,,"","AANTPVLME","N/L",63,"reported_name_diagnostic_only",4,815,2374,"name_candidate_requires_worms_validation","110007","Amylax triacantha","Species","reported_name_exactly_resolved_by_worms",4,"accepted_aphia_id",815,,2374,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Anabaena",,,"","AANTPVLME","N/L",34,"reported_name_diagnostic_only",18,3,917,"name_candidate_requires_worms_validation","146585","Anabaena","Genus","reported_name_exactly_resolved_by_worms",10,"accepted_aphia_id",3,,917,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Anabaena",,,"","AANTPVLME","N/ML",171,"reported_name_diagnostic_only",18,3,917,"name_candidate_requires_worms_validation","146585","Anabaena","Genus","reported_name_exactly_resolved_by_worms",10,"accepted_aphia_id",3,,917,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Anabaena compacta",,,"","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched","625367","Dolichospermum compactum","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Anabaena flos-aquae",,,"","AANTPVLME","N/ML",7,"no_match_key",0,,,"unmatched","1637127","Dolichospermum flos-aquae","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Anabaena lemmermannii",,,"","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched","625374","Dolichospermum lemmermannii","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",219,219,219,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Anabaena mendotae",,,"","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched","625404","Dolichospermum mendotae","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Anabaenopsis",,,"","AANTPVLME","N/L",6,"reported_name_diagnostic_only",4,41,411,"name_candidate_requires_worms_validation","146590","Anabaenopsis","Genus","reported_name_exactly_resolved_by_worms",3,"accepted_aphia_id",41,,260,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Anabaenopsis",,,"","AANTPVLME","N/ML",4,"reported_name_diagnostic_only",4,41,411,"name_candidate_requires_worms_validation","146590","Anabaenopsis","Genus","reported_name_exactly_resolved_by_worms",3,"accepted_aphia_id",41,,260,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Anabaenopsis elenkinii [1]",,,"","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Aneumastus balticus",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","617276","Aneumastus balticus","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aneumastus minor",,,"","AANTFTE","PROCENT",4,"no_match_key",0,,,"unmatched","610376","Aneumastus minor","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aneumastus tusculus",,,"","AANTFTE","PROCENT",1,"reported_name_diagnostic_only",1,448,448,"name_candidate_requires_worms_validation","163682","Aneumastus tusculus","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",448,448,448,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Ankistrodesmus",,,"","AANTPVLME","N/L",1,"reported_name_diagnostic_only",8,4,64,"name_candidate_requires_worms_validation","163489","Ankistrodesmus","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Ankistrodesmus spiralis [1]",,,"","AANTPVLME","N/ML",4,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Ankyra",,,"","AANTPVLME","N/ML",22,"reported_name_diagnostic_only",1,18,18,"name_candidate_requires_worms_validation","572079","Ankyra","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Ankyra judayi",,,"","AANTPVLME","N/L",23,"reported_name_diagnostic_only",1,18,18,"name_candidate_requires_worms_validation","572080","Ankyra judayi","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",18,18,18,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Ankyra judayi",,,"","AANTPVLME","N/ML",42,"reported_name_diagnostic_only",1,18,18,"name_candidate_requires_worms_validation","572080","Ankyra judayi","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",18,18,18,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Ankyra lanceolata",,,"","AANTPVLME","N/L",12,"no_match_key",0,,,"unmatched","618770","Lanceola spatulifera","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",29,29,29,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Ankyra lanceolata",,,"","AANTPVLME","N/ML",13,"no_match_key",0,,,"unmatched","618770","Lanceola spatulifera","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",29,29,29,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Anomoeoneis sphaerophora",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","149412","Anomoeoneis sphaerophora","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Apedinella",,,"","AANTPVLME","N/ML",1,"reported_name_diagnostic_only",5,11,89,"name_candidate_requires_worms_validation","248096","Apedinella","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Apedinella spinifera",,,"","AANTPVLME","N/L",863,"no_match_key",0,,,"unmatched","248097","Apedinella radians","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",11,,89,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Apedinella spinifera",,,"","AANTPVLME","N/ML",13,"no_match_key",0,,,"unmatched","248097","Apedinella radians","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",11,,89,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanizomenon",,,"","AANTPVLME","N/L",75,"reported_name_diagnostic_only",13,57,433,"name_candidate_requires_worms_validation","160567","Aphanizomenon","Genus","reported_name_exactly_resolved_by_worms",6,"accepted_aphia_id",57,,309,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanizomenon",,,"","AANTPVLME","N/ML",189,"reported_name_diagnostic_only",13,57,433,"name_candidate_requires_worms_validation","160567","Aphanizomenon","Genus","reported_name_exactly_resolved_by_worms",6,"accepted_aphia_id",57,,309,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanizomenon flos-aquae",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","248099","Aphanizomenon flos-aquae","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanizomenon flos-aquae",,,"","AANTPVLME","N/ML",106,"no_match_key",0,,,"unmatched","248099","Aphanizomenon flos-aquae","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanizomenon flos-aquae var. flos-aquae",,,"","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Aphanizomenon flos-aquae var. klebahnii",,,"","AANTPVLME","N/ML",99,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Aphanizomenon gracile [3]",,,"","AANTPVLME","N/ML",3,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Aphanizomenon issatschenkoi",,,"","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched","621617","Cuspidothrix issatschenkoi","Species","reported_name_exactly_resolved_by_worms",2,"accepted_aphia_id",119,,252,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanizomenon klebahnii",,,"","AANTPVLME","N/L",27,"reported_name_diagnostic_only",1,309,309,"name_candidate_requires_worms_validation","625385","Aphanizomenon klebahnii","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",309,309,309,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Aphanizomenon klebahnii",,,"","AANTPVLME","N/ML",16,"reported_name_diagnostic_only",1,309,309,"name_candidate_requires_worms_validation","625385","Aphanizomenon klebahnii","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",309,309,309,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Aphanocapsa",,,"","AANTPVLME","N/L",6,"reported_name_diagnostic_only",54,0.07,802,"name_candidate_requires_worms_validation","146562","Aphanocapsa","Genus","reported_name_exactly_resolved_by_worms",15,"accepted_aphia_id",0.2,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanocapsa",,,"","AANTPVLME","N/ML",540,"reported_name_diagnostic_only",54,0.07,802,"name_candidate_requires_worms_validation","146562","Aphanocapsa","Genus","reported_name_exactly_resolved_by_worms",15,"accepted_aphia_id",0.2,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanocapsa conferta",,,"","AANTPVLME","N/ML",8,"no_match_key",0,,,"unmatched","146646","Aphanocapsa conferta","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanocapsa delicatissima",,,"","AANTPVLME","N/ML",3,"reported_name_diagnostic_only",7,0.07,45,"name_candidate_requires_worms_validation","146563","Aphanocapsa delicatissima","Species","reported_name_exactly_resolved_by_worms",7,"accepted_aphia_id",0.07,,45,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanocapsa elachista",,,"","AANTPVLME","N/ML",2,"reported_name_diagnostic_only",5,0.48,96,"name_candidate_requires_worms_validation","146564","Aphanocapsa elachista","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",0.48,,96,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanocapsa elegans",,,"","AANTPVLME","N/ML",6,"no_match_key",0,,,"unmatched","838055","Aphanocapsa elegans","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanocapsa holsatica",,,"","AANTPVLME","N/ML",28,"reported_name_diagnostic_only",5,0.12,24,"name_candidate_requires_worms_validation","146647","Aphanocapsa holsatica","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",0.12,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanocapsa incerta",,,"","AANTPVLME","N/ML",27,"reported_name_diagnostic_only",5,0.12,24,"name_candidate_requires_worms_validation","162668","Aphanocapsa incerta","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",0.12,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanocapsa planctonica",,,"","AANTPVLME","N/ML",46,"reported_name_diagnostic_only",5,2,311,"name_candidate_requires_worms_validation","162672","Aphanocapsa planctonica","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",2,,311,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanothece",,,"","AANTPVLME","N/L",1,"reported_name_diagnostic_only",25,0.23,1816,"name_candidate_requires_worms_validation","146715","Aphanothece","Genus","reported_name_exactly_resolved_by_worms",10,"accepted_aphia_id",0.23,,243,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanothece",,,"","AANTPVLME","N/ML",643,"reported_name_diagnostic_only",25,0.23,1816,"name_candidate_requires_worms_validation","146715","Aphanothece","Genus","reported_name_exactly_resolved_by_worms",10,"accepted_aphia_id",0.23,,243,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanothece clathrata",,,"","AANTPVLME","N/ML",5,"no_match_key",0,,,"unmatched","699619","Anathece clathrata","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",0.39,,78,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanothece desikacharyi",,,"","AANTPVLME","N/ML",87,"no_match_key",0,,,"unmatched","612087","Aphanothece desikacharyi","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanothece minutissima",,,"","AANTPVLME","N/ML",39,"no_match_key",0,,,"unmatched","624955","Anathece minutissima","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",0.14,,28,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Aphanothece nidulans",,,"","AANTPVLME","N/ML",3,"no_match_key",0,,,"unmatched","577799","Aphanothece nidulans","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanothece pseudoglebulenta",,,"","AANTPVLME","N/L",2,"no_match_key",0,,,"unmatched","622906","Aphanothece pseudoglebulenta","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanothece pseudoglebulenta",,,"","AANTPVLME","N/ML",226,"no_match_key",0,,,"unmatched","622906","Aphanothece pseudoglebulenta","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aphanothece smithii",,,"","AANTPVLME","N/ML",16,"no_match_key",0,,,"unmatched","624960","Anathece smithii","Species","reported_name_exactly_resolved_by_worms",5,"accepted_aphia_id",0.46,,92,"not_ready_multiple_size_or_stage_authority_rows"
